Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_text,job_state,age,python_yn,r_yn,spark_yn,aws_yn,excel_yn
Data Scientist 1,Employer Provided Salary:$73K - $92K,"Invitae (NYSE: NVTA) is a leading medical genetics company trusted by millions of patients and their providers to deliver timely genetic information using digital technology. We aim to provide accurate and actionable answers to strengthen medical decision-making for individuals and their families. Invitae's genetics experts apply a rigorous approach to data and research, serving as the foundation of their mission to bring comprehensive genetic information into mainstream medicine to improve healthcare for billions of people.
Invitae needs data scientists with diverse backgrounds to help us achieve our mission. We are a cross-functional team of scientific domain experts and dedicated, curious engineers. We build systems that take massive amounts of genomic data, combine it with the world's scientific literature, add to it years of rigorously curated results, and package it all neatly for our scientists to consume. It's a lot of information. As the data gets bigger, our systems need to get better and faster. That's where you come in.
We are looking for a highly motivated and experienced data scientist to join the Dry Lab Operations group. In this role you will be responsible for analyzing lab process metrics, preparing reports for clinical validation, and modeling process changes. You will independently and proactively identify process issues and recommend solutions given critical timelines. This work is interdisciplinary and involves collaboration with production lab scientists, R&D scientists, the clinical quality assurance team, laboratory directors, and the bioinformatics pipeline engineering team. You will have ample opportunity to significantly contribute to the development of our evolving technologies. Expect to impact business decisions through data-driven presentations and recommendations.",3.2,"Invitae
3.2","Raleigh, NC",1001 to 5000 Employees,2010,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),0,1,73,92,82.5,Invitae, NC,13,0,0,0,0,0
Data Scientist or Bioinformatician (remote),Employer Provided Salary:$67K - $120K,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.",4.0,"UT Southwestern Medical Center
4.0",Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,1,67,120,93.5,UT Southwestern Medical Center,Remote,80,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$70K - $110K,"Position: Associate Data Scientist
Location: Remote
Reports to: Chief Analytics Officer
Position Type: Full Time
Compensation: $70,000 - $110,000
Travel Required: Up to 5%

About Us: Netrush partners with brands to increase value at all points between your business and the consumer, bringing data, technology, strategy, and infrastructure to help them thrive on Amazon and other ecommerce platforms. With headquarters in Vancouver, Washington, and several processing facilities across North America, Netrush provides integrated retail capabilities ranging from logistics and data science to brand control and creative services, helping brands outsmart, not outspend, the competition.",3.0,"Netrush
3.0","Vancouver, WA",51 to 200 Employees,2006,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,1,70,110,90.0,Netrush, WA,17,0,0,0,0,0
Jr. Data Scientist,$65K - $104K (Glassdoor est.),"Job Type: Full Time
We are looking for Jr. Data Scientists to join our team.
Kyla is the next generation of healthcare tech. Our mission is to help people live longer and healthier. With the latest AI technologies, we provide the best digital healthcare for everyone. We have several digital products such as mobile app, and three web applications for companies and doctors. We work with Fortune 500 companies. Our solutions are used by thousands, and recently we won the Exceptional Innovation By The 2020 Pandemic Tech Innovation Awards. Our team is bright minds who love their job and development and are not afraid of working in a fast-growing lean startup.
If you would like to join us, do not hesitate to apply.
Required skills:",3.5,"Kyla
3.5","San Jose, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,65,104,84.5,Kyla, CA,2024,0,0,0,0,0
Data Scientist,$84K - $127K (Glassdoor est.),"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use. I further attest that all information I submit in my employment application is true to the best of my knowledge.
Job Description
About the role:
As the Data Scientist you will report to the Head of Manufacturing Sciences. In this role you will support the execution for local implementation of GMS data science roadmap initiatives.
How you will contribute:
USA - GA - Social Circle - Hwy 278
Employee
Regular
Full time",4.1,"Takeda Pharmaceutical
4.1","Social Circle, GA",10000+ Employees,1781,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,84,127,105.5,Takeda Pharmaceutical, GA,242,0,0,0,0,0
Junior AI Engineer,$70K - $109K (Glassdoor est.),"You…
You are passionate about creative applications of AI to seemingly intractable problems. You love impacting the mission of the US Intelligence Community, Department of Defense, and other US government agencies. You are not only a big thinker but also a doer, creator, and engineer.
Us…
We were founded as a fresh alternative in the Government Consulting Community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. This mantra drives us to succeed and act as true partners in advancing our client’s missions.
Program Mission…",4.2,"Octo
4.2","Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,70,109,89.5,Octo, VA,17,0,0,0,0,0
RGM Data Scientist,$96K - $144K (Glassdoor est.),"Beam Suntory is Crafting the Spirits that Stir the World. Rooted in two centuries of family heritage, Beam Suntory has evolved into the world's third largest leading premium spirits company ... where each employee is treated like family and trusted with legacy. With our greatest assets - our premium spirits and our people - we're driving growth through impactful marketing, innovation and an entrepreneurial spirit. Beam Suntory is a place where you can come Unleash your Spirit by making an impact each and every day.

RGM Data Scientist

The following position is open in Illinois, United States.",3.9,"Beam Inc.
3.9","Chicago, IL",5001 to 10000 Employees,2014,Company - Private,Food & Beverage Manufacturing,Manufacturing,$1 to $5 billion (USD),0,0,96,144,120.0,Beam Inc., IL,9,0,0,0,0,0
Junior Scientific Programmer/Data Scientist,$70K - $105K (Glassdoor est.),"All required qualifications must be documented on application materials.

Required Qualifications:
B.A./B.S. in Computer Science/Math/Statistics/Physics/Informatics or related technical discipline and 2 years of related experience or a combination of education and experience in a research or technical environment to equal six (6) years.
Experience with Matlab or Python or R.
Experience with SQL or other database technology.
Experience writing code for complex computer programs independently. Please provide a link to samples of your code available online (Github or similar services).
Experience with basic machine learning or statistical methods.",4.2,"University of Minnesota
4.2","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,70,105,87.5,University of Minnesota, MN,172,1,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$55K - $60K,"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55,60,57.5,Augray, WI,9,1,0,0,0,0
Scientific Programmer/Data Scientist,$78K - $114K (Glassdoor est.),"All required qualifications must be documented on application materials.
Required Qualifications:
B.A./B.S. in Computer Science/Math/Statistics/Physics/Informatics or related technical disciplines and 2 years of related experience or a combination of education and experience in a research or technical environment to equal six (6) years.
Experience with R or Matlab or Python. Experience with SQL.
Experience writing code for complex computer programs independently. Please provide a link to samples of your code available online (Github or similar services).
Experience with basic machine learning or statistical methods.
Strong communication skills.",4.2,"University of Minnesota
4.2","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,78,114,96.0,University of Minnesota, MN,172,1,0,0,0,0
Data Scientist,Employer Provided Salary:$88K - $110K,"We Are Overstock:
At Overstock.com, we believe that everyone should “Be You!”. Overstock is a community that upholds a culture of understanding, acceptance, and respect. We believe a person’s individuality is at the core of diversity, and those traits, beliefs, and characteristics should be valued and embraced. Living by this ethos is essential to the success of our business. Our goal is to foster a more diverse environment where every employee visibly demonstrates inclusive behaviors and respect for individuals.
This position is eligible for remote work. Currently we can hire employees in the following states: Arizona, California, Connecticut, Florida, Idaho, Kansas, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Dakota, Texas, Utah, Washington, Wisconsin, Wyoming. This role will have occasional on site expectations.",3.1,"Overstock.com Inc.
3.1",Remote,1001 to 5000 Employees,1999,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),0,1,88,110,99.0,Overstock.com Inc.,Remote,24,0,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$80K - $100K,"Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",3.3,"Club Quarters
3.3","Stamford, CT",501 to 1000 Employees,-1,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,1,80,100,90.0,Club Quarters, CT,2024,0,0,0,0,0
Data Scientist- Epidemiology,$94K - $151K (Glassdoor est.),"Signature Science provides a broad range of scientific and analytical expertise to our clients in both mission support and research & development related to public health and national security. We're looking for a data scientist with an epidemiology background to add to our growing team of data scientists, bioinformaticians, statisticians, and software developers.

Team and Position Overview:
Our infectious disease modeling group is a small team with an outsized impact. The successful applicant will work with our team to enhance the nation's next-generation disease forecasting capabilities, supported by the CDC's new Center for Forecasting and Outbreak Analytics. You'll be part of a multidisciplinary team working on a variety of projects spanning infectious disease modeling and forecasting, genomics, bioinformatics, and other data science infrastructure development. The team develops primarily using R, tidyverse, Shiny, and deploys to cloud environments using containerization technologies such as Docker. The successful applicant will be an expert in these technical areas and have experience working with biomedical, clinical and/or epidemiological surveillance data.",3.4,"Signature Science, LLC
3.4","Charlottesville, VA",51 to 200 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),0,0,94,151,122.5,"Signature Science, LLC", VA,2024,0,0,0,0,0
Associate Data Engineer,Employer Provided Salary:$82K - $136K,"Who Are We?
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Job Category
Technology
Compensation Overview
The annual base salary range provided for this position is a nationwide market range and represents a broad range of salaries for this role across the country. The actual salary for this position will be determined by a number of factors, including the scope, complexity and location of the role; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. As part of our comprehensive compensation and benefits program, employees are also eligible for performance-based cash incentive awards.
Salary Range
$82,200.00 - $135,600.00
1
Travelers Data Engineering team constructs pipelines that contextualize and provide easy access to data by the entire enterprise. As an Associate Data Engineer you will aid in growing and transforming our analytics landscape. You will leverage your ability to rapidly grasp and design new technologies, as well as your creativity and curiosity to capture, explore and transform data to support Artificial Intelligence, Machine Learning and business intelligence/insights.

Work arrangement is based on location.",4.0,"The Travelers Companies, Inc.
4.0","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,1,82,136,109.0,"The Travelers Companies, Inc.", CT,170,0,0,0,0,0
"Data Scientist, Analytics",Employer Provided Salary:$92K - $129K,"Are you passionate about Facebook’s product, analytics and technology? The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Candidates will help own analytics for a particular product or business at Facebook and work with product managers and engineers to translate the analysis into meaningful impact to the business. Please note that candidates will have a general interview and then we will make a determination of actual team assignments.


Data Scientist, Analytics Responsibilities:
Perform large-scale data analysis and develop effective statistical models for segmentation, classification, optimization, time series, etc.
Design and implement reporting dashboards that track key business metrics and provide actionable insights",3.9,"Meta
3.9","Menlo Park, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,92,129,110.5,Meta, CA,19,0,0,0,0,0
"Data Scientist, IOC Analytics",$95K - $132K (Glassdoor est.),"Location: Integrated Operations Ctr (DFW-SV02)
Additional Locations: None
Requisition ID: 66912
Intro
Are you ready to explore a world of possibilities, both at work and during your time off? Join our American Airlines family, and you’ll travel the world, grow your expertise and become the best version of you. As you embark on a new journey, you’ll tackle challenges with flexibility and grace, learning new skills and advancing your career while having the time of your life. Feel free to enrich both your personal and work life and hop on board!
Why you'll love this job",3.8,"American Airlines
3.8","Dallas, TX",10000+ Employees,1926,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),0,0,95,132,113.5,American Airlines, TX,97,0,0,0,0,0
Data Scientist 2,$100K - $154K (Glassdoor est.),"Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.",3.9,"Oracle
3.9","Los Angeles, CA",10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,100,154,127.0,Oracle, CA,46,0,0,0,0,0
Data Scientist,$96K - $139K (Glassdoor est.),"As a Data Scientist at Octo, you will work across our client engagements, providing expertise in data collection, data analysis, data mapping, data profiling, data mining, data modeling, predictive modeling, and machine learning to support an initiative within the Department of Veterans Affairs (VA). You will be responsible for solutioning and development of production-ready statistical and machine learning models that leverage healthcare, healthcare operations, and related datasets, as well as contribute to and produce technical and data process documentation. Must have experience in healthcare or healthcare analytics.
Us...
We were founded as a fresh alternative in the Government Consulting Community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. This mantra drives us to succeed and act as true partners in advancing our client’s missions.",4.2,"Octo
4.2","Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,96,139,117.5,Octo, VA,17,0,0,0,0,0
Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,"Responsibilities:
Noblis is seeking to hire Data Scientists (All Levels) in Reston, VA

As a Data Scientist with our team, you will be working with our federal clients to rapidly develop innovative proof of concept and prototype solutions for our clients’ immediate mission challenges. In your role, you will work on multiple projects with teams of other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and machine learning processes. As a data scientist you will be working closely with federal clients providing services to develop AI/ML models and weights to selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models.

On our team, you will:
Qualifications:

Client Engagement: · Learn about and support Noblis’ client engagement, corporate values, and corporate strategic priorities, including providing input to proposal writers. · Build a productive relationship with your client and understand their structure and goals. · Participate in the proposal process by providing input to proposal writers. Overview:",4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84,147,115.5,Noblis, VA,27,0,0,0,0,0
Applied Data Scientist,Employer Provided Salary:$70K - $110K,"Job Summary:
Webstaurant Store, the world’s largest online restaurant supply company, is looking for a full-time Applied Data Scientist to join the Analytics team. The Applied Data Scientists are responsible for supplying statistical rigor to the team’s analytics projects, aimed at discovering actionable insights and opportunities for growth and optimization for the organization.
This role can be remote (See below for remote work requirements) or based in one of our offices (Lititz, PA or Tampa, FL).
Responsibilities include, but are not limited to:
Advising on analysis and modeling techniques, selecting the best fit for structured & unstructured, complex data, and developing custom analytics models to generate insights that drive value for our customers and unlock competitive advantage for our organization",3.8,"Webstaurant Store
3.8","Lititz, PA",1001 to 5000 Employees,2004,Company - Private,Other Retail Stores,Retail & Wholesale,$500 million to $1 billion (USD),0,1,70,110,90.0,Webstaurant Store, PA,19,0,0,0,0,0
Junior Data Scientist,$84K - $120K (Glassdoor est.),"Overview:
LMI is a consultancy dedicated to powering a future-ready, high-performing government, drawing from expertise in digital and analytic solutions, logistics, and management advisory services. We deliver integrated capabilities that incorporate emerging technologies and are tailored to customers’ unique mission needs, backed by objective research and data analysis. Founded in 1961 to help the Department of Defense resolve complex logistics management challenges, LMI continues to enable growth and transformation, enhance operational readiness and resiliency, and ensure mission success for federal civilian and defense agencies. LMI was recently awarded the #1 spot on the Washington Post Top Workplaces list for 2021!

This position is embedded within our Advanced Analytics & AI practice. Leverage your curiosity and problem-solving skills to explore, discover, and predict patterns contained within data sets for a wide range of government clients. This includes the derivation of clear narratives that help our clients understand their data and how those insights address their research questions.
Responsibilities:
Qualifications:
EEO Statement:",4.2,"Logistics Management Institute
4.2","Tysons Corner, VA",1001 to 5000 Employees,1961,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,0,84,120,102.0,Logistics Management Institute, VA,62,0,0,0,0,0
Data Scientist 1,Employer Provided Salary:$73K - $92K,"Invitae (NYSE: NVTA) is a leading medical genetics company trusted by millions of patients and their providers to deliver timely genetic information using digital technology. We aim to provide accurate and actionable answers to strengthen medical decision-making for individuals and their families. Invitae's genetics experts apply a rigorous approach to data and research, serving as the foundation of their mission to bring comprehensive genetic information into mainstream medicine to improve healthcare for billions of people.
Invitae needs data scientists with diverse backgrounds to help us achieve our mission. We are a cross-functional team of scientific domain experts and dedicated, curious engineers. We build systems that take massive amounts of genomic data, combine it with the world's scientific literature, add to it years of rigorously curated results, and package it all neatly for our scientists to consume. It's a lot of information. As the data gets bigger, our systems need to get better and faster. That's where you come in.
We are looking for a highly motivated and experienced data scientist to join the Dry Lab Operations group. In this role you will be responsible for analyzing lab process metrics, preparing reports for clinical validation, and modeling process changes. You will independently and proactively identify process issues and recommend solutions given critical timelines. This work is interdisciplinary and involves collaboration with production lab scientists, R&D scientists, the clinical quality assurance team, laboratory directors, and the bioinformatics pipeline engineering team. You will have ample opportunity to significantly contribute to the development of our evolving technologies. Expect to impact business decisions through data-driven presentations and recommendations.",3.2,"Invitae
3.2","Raleigh, NC",1001 to 5000 Employees,2010,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),0,1,73,92,82.5,Invitae, NC,13,0,0,0,0,0
Data Scientist or Bioinformatician (remote),Employer Provided Salary:$67K - $120K,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.",4.0,"UT Southwestern Medical Center
4.0",Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,1,67,120,93.5,UT Southwestern Medical Center,Remote,80,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$70K - $110K,"Position: Associate Data Scientist
Location: Remote
Reports to: Chief Analytics Officer
Position Type: Full Time
Compensation: $70,000 - $110,000
Travel Required: Up to 5%

About Us: Netrush partners with brands to increase value at all points between your business and the consumer, bringing data, technology, strategy, and infrastructure to help them thrive on Amazon and other ecommerce platforms. With headquarters in Vancouver, Washington, and several processing facilities across North America, Netrush provides integrated retail capabilities ranging from logistics and data science to brand control and creative services, helping brands outsmart, not outspend, the competition.",3.0,"Netrush
3.0","Vancouver, WA",51 to 200 Employees,2006,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,1,70,110,90.0,Netrush, WA,17,0,0,0,0,0
Jr. Data Scientist,$65K - $104K (Glassdoor est.),"Job Type: Full Time
We are looking for Jr. Data Scientists to join our team.
Kyla is the next generation of healthcare tech. Our mission is to help people live longer and healthier. With the latest AI technologies, we provide the best digital healthcare for everyone. We have several digital products such as mobile app, and three web applications for companies and doctors. We work with Fortune 500 companies. Our solutions are used by thousands, and recently we won the Exceptional Innovation By The 2020 Pandemic Tech Innovation Awards. Our team is bright minds who love their job and development and are not afraid of working in a fast-growing lean startup.
If you would like to join us, do not hesitate to apply.
Required skills:",3.5,"Kyla
3.5","San Jose, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,65,104,84.5,Kyla, CA,2024,0,0,0,0,0
Data Scientist,$84K - $127K (Glassdoor est.),"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use. I further attest that all information I submit in my employment application is true to the best of my knowledge.
Job Description
About the role:
As the Data Scientist you will report to the Head of Manufacturing Sciences. In this role you will support the execution for local implementation of GMS data science roadmap initiatives.
How you will contribute:
USA - GA - Social Circle - Hwy 278
Employee
Regular
Full time",4.1,"Takeda Pharmaceutical
4.1","Social Circle, GA",10000+ Employees,1781,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,84,127,105.5,Takeda Pharmaceutical, GA,242,0,0,0,0,0
Junior AI Engineer,$70K - $109K (Glassdoor est.),"You…
You are passionate about creative applications of AI to seemingly intractable problems. You love impacting the mission of the US Intelligence Community, Department of Defense, and other US government agencies. You are not only a big thinker but also a doer, creator, and engineer.
Us…
We were founded as a fresh alternative in the Government Consulting Community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. This mantra drives us to succeed and act as true partners in advancing our client’s missions.
Program Mission…",4.2,"Octo
4.2","Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,70,109,89.5,Octo, VA,17,0,0,0,0,0
RGM Data Scientist,$96K - $144K (Glassdoor est.),"Beam Suntory is Crafting the Spirits that Stir the World. Rooted in two centuries of family heritage, Beam Suntory has evolved into the world's third largest leading premium spirits company ... where each employee is treated like family and trusted with legacy. With our greatest assets - our premium spirits and our people - we're driving growth through impactful marketing, innovation and an entrepreneurial spirit. Beam Suntory is a place where you can come Unleash your Spirit by making an impact each and every day.

RGM Data Scientist

The following position is open in Illinois, United States.",3.9,"Beam Inc.
3.9","Chicago, IL",5001 to 10000 Employees,2014,Company - Private,Food & Beverage Manufacturing,Manufacturing,$1 to $5 billion (USD),0,0,96,144,120.0,Beam Inc., IL,9,0,0,0,0,0
Junior Scientific Programmer/Data Scientist,$70K - $105K (Glassdoor est.),"All required qualifications must be documented on application materials.

Required Qualifications:
B.A./B.S. in Computer Science/Math/Statistics/Physics/Informatics or related technical discipline and 2 years of related experience or a combination of education and experience in a research or technical environment to equal six (6) years.
Experience with Matlab or Python or R.
Experience with SQL or other database technology.
Experience writing code for complex computer programs independently. Please provide a link to samples of your code available online (Github or similar services).
Experience with basic machine learning or statistical methods.",4.2,"University of Minnesota
4.2","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,70,105,87.5,University of Minnesota, MN,172,1,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$55K - $60K,"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55,60,57.5,Augray, WI,9,1,0,0,0,0
Scientific Programmer/Data Scientist,$78K - $114K (Glassdoor est.),"All required qualifications must be documented on application materials.
Required Qualifications:
B.A./B.S. in Computer Science/Math/Statistics/Physics/Informatics or related technical disciplines and 2 years of related experience or a combination of education and experience in a research or technical environment to equal six (6) years.
Experience with R or Matlab or Python. Experience with SQL.
Experience writing code for complex computer programs independently. Please provide a link to samples of your code available online (Github or similar services).
Experience with basic machine learning or statistical methods.
Strong communication skills.",4.2,"University of Minnesota
4.2","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,78,114,96.0,University of Minnesota, MN,172,1,0,0,0,0
Data Scientist,Employer Provided Salary:$88K - $110K,"We Are Overstock:
At Overstock.com, we believe that everyone should “Be You!”. Overstock is a community that upholds a culture of understanding, acceptance, and respect. We believe a person’s individuality is at the core of diversity, and those traits, beliefs, and characteristics should be valued and embraced. Living by this ethos is essential to the success of our business. Our goal is to foster a more diverse environment where every employee visibly demonstrates inclusive behaviors and respect for individuals.
This position is eligible for remote work. Currently we can hire employees in the following states: Arizona, California, Connecticut, Florida, Idaho, Kansas, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Dakota, Texas, Utah, Washington, Wisconsin, Wyoming. This role will have occasional on site expectations.",3.1,"Overstock.com Inc.
3.1",Remote,1001 to 5000 Employees,1999,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),0,1,88,110,99.0,Overstock.com Inc.,Remote,24,0,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$80K - $100K,"Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",3.3,"Club Quarters
3.3","Stamford, CT",501 to 1000 Employees,-1,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,1,80,100,90.0,Club Quarters, CT,2024,0,0,0,0,0
